"DOHREGION,C,12",LATITUDE,LONGITUDE,"POP_TOT,N,31,15","F_TOT,N,31,15","M_TOT,N,31,15","W_TOT,N,31,15","B_TOT,N,31,15","AI_TOT,N,31,15","A_TOT,N,31,15","PI_TOT,N,31,15","O_TOT,N,31,15","MU_TOT,N,31,15","NH_TOT,N,31,15","H_TOT,N,31,15","HH_SIZE,N,31,15","HU_OCC,N,31,15","HU_VAC,N,31,15","TOT_LT_HS,N,31,15","TOT_HSPLUS,N,31,15","POVUNDER,N,31,15","POVOVER,N,31,15"
3.61E+11,40.6782,-73.9442,991,492,499,973,8,1,1,0,0,8,986,5,3,368,23,143,566,31,871
3.61E+11,40.6782,-73.9442,881,421,460,862,4,7,1,0,2,5,873,8,3,331,15,65,527,126,787
3.61E+11,40.6782,-73.9442,1589,803,786,1528,12,10,8,1,7,23,1568,21,3,621,41,119,1046,30,1719
3.61E+11,40.6782,-73.9442,1402,724,678,1340,13,10,4,0,8,27,1390,12,3,528,42,48,755,26,1056
3.61E+11,40.6782,-73.9442,1840,963,877,1747,9,19,7,0,21,37,1793,47,2,742,103,155,984,210,1495
3.61E+11,40.6782,-73.9442,2115,1037,1078,2052,6,18,0,1,15,23,2071,44,3,775,45,217,1189,227,1763
3.61E+11,40.6782,-73.9442,1837,895,942,1790,5,10,12,0,4,16,1816,21,3,714,37,202,1059,271,1653
3.61E+11,40.6782,-73.9442,533,283,250,518,1,5,0,0,1,8,495,38,3,210,24,34,372,122,523
3.61E+11,40.6782,-73.9442,1016,504,512,989,11,2,0,0,3,11,991,25,3,354,53,98,551,117,858
3.61E+11,40.6782,-73.9442,1113,537,576,1078,7,9,8,0,1,10,1090,23,3,424,76,53,691,207,943
3.61E+11,40.6782,-73.9442,1629,826,803,1582,7,10,1,0,5,24,1611,18,2,658,30,30,941,54,1241
3.61E+11,40.6782,-73.9442,1443,785,658,1365,21,2,18,0,8,29,1427,16,3,491,39,218,965,39,1266
3.61E+11,40.6782,-73.9442,1415,732,683,1383,7,4,3,0,8,10,1396,19,3,549,31,156,888,311,1215
3.61E+11,40.6782,-73.9442,2312,1156,1156,2226,24,17,7,0,6,32,2285,27,2,927,57,170,1354,313,1958
3.61E+11,40.6782,-73.9442,695,346,349,643,8,6,1,5,23,9,649,46,3,253,49,16,379,320,518
3.61E+11,40.6782,-73.9442,1210,604,606,1172,5,4,4,0,4,21,1182,28,2,536,151,21,821,57,1191
3.61E+11,40.6782,-73.9442,962,473,489,942,4,3,4,0,3,6,951,11,2,384,52,52,642,43,834
3.61E+11,40.6782,-73.9442,1264,656,608,1226,7,12,1,0,2,16,1243,21,2,528,73,44,804,191,975
3.61E+11,40.6782,-73.9442,1326,673,653,1267,4,17,9,2,8,19,1311,15,3,518,73,52,883,48,1342
3.61E+11,40.6782,-73.9442,1128,552,576,1092,14,4,3,1,2,12,1121,7,3,436,31,85,757,198,988
3.61E+11,40.6782,-73.9442,2275,1129,1146,2203,9,17,2,0,16,28,2233,42,2,919,172,184,1326,206,1989
3.61E+11,40.6782,-73.9442,1457,723,734,1406,14,14,2,4,0,17,1437,20,3,546,22,61,1038,0,1590
3.61E+11,40.6782,-73.9442,1673,796,877,1646,3,3,6,2,1,12,1655,18,3,645,35,86,904,145,1257
3.61E+11,40.6782,-73.9442,2709,1382,1327,2558,73,29,5,0,7,37,2670,39,2,989,55,172,1659,106,2643
3.61E+11,40.6782,-73.9442,1237,698,539,1216,10,3,6,0,0,2,1225,12,2,607,39,126,795,23,1079
3.61E+11,40.6782,-73.9442,750,409,341,695,16,14,12,0,0,13,734,16,2,368,25,24,496,35,643
3.61E+11,40.6782,-73.9442,714,389,325,676,11,1,11,0,2,13,704,10,2,314,19,29,552,25,738
3.61E+11,40.6782,-73.9442,2176,1132,1044,2117,16,8,14,0,8,13,2142,34,2,927,54,104,1429,70,2090
3.61E+11,40.6782,-73.9442,1074,565,509,1059,0,7,1,0,3,4,1057,17,2,476,30,20,781,24,1201
3.61E+11,40.6782,-73.9442,1545,867,678,1468,25,6,27,0,1,18,1532,13,2,581,40,86,947,80,1206
3.61E+11,40.6782,-73.9442,1233,650,583,1202,3,5,7,4,0,12,1220,13,3,476,27,35,812,136,1126
3.61E+11,40.6782,-73.9442,2173,1062,1111,2089,14,52,3,0,2,13,2141,32,3,861,41,115,1456,143,2078
3.61E+11,40.6782,-73.9442,1923,1015,908,1832,10,21,24,0,7,29,1893,30,2,817,42,104,1061,97,1548
3.61E+11,40.6782,-73.9442,656,333,323,632,2,12,0,0,0,10,655,1,3,252,18,37,358,34,580
3.61E+11,40.6782,-73.9442,1461,748,713,1426,7,7,6,0,5,10,1438,23,3,569,39,67,938,91,1387
3.61E+11,40.6782,-73.9442,1322,647,675,1286,0,1,14,0,6,15,1304,18,3,523,43,16,835,20,1072
3.61E+11,40.8968,-73.8626,1229,626,603,1192,2,4,7,0,3,21,1213,16,2,521,143,59,765,33,1067
3.61E+11,40.8968,-73.8626,1481,721,760,1423,15,11,5,0,10,17,1450,31,2,609,29,243,823,262,1446
3.61E+11,40.8968,-73.8626,1278,639,639,1237,5,15,0,1,6,14,1253,25,2,560,67,155,823,68,1232
3.61E+11,40.8968,-73.8626,2586,1321,1265,2514,22,2,24,0,5,19,2560,26,2,1058,35,220,1662,53,2397
3.61E+11,40.8968,-73.8626,678,345,333,663,5,3,0,0,2,5,665,13,2,282,11,38,533,40,797
3.61E+11,40.8968,-73.8626,1501,779,722,1463,8,1,8,0,7,14,1486,15,2,646,16,140,1014,116,1472
3.61E+11,40.8968,-73.8626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36063DOH0001,40.8968,-73.8626,1700,1010,690,257,1322,11,13,0,22,75,1637,63,2,744,143,186,566,464,787
36063DOH0002,40.8968,-73.8626,1011,605,406,684,218,12,14,0,13,70,979,32,2,450,14,49,596,438,720
36063DOH0003,40.8968,-73.8626,1282,695,587,754,436,24,0,0,9,59,1243,39,2,528,76,143,634,96,1212
36063DOH0004,40.8968,-73.8626,1226,658,568,838,304,16,4,0,1,63,1210,16,2,528,83,70,975,69,1360
36063DOH0005,40.8968,-73.8626,1371,685,686,641,570,36,11,0,26,87,1285,86,2,643,284,120,744,422,944
36063DOH0006,40.8968,-73.8626,2071,1063,1008,1287,535,70,38,0,28,113,1962,109,2,975,318,285,1078,762,1393
36063DOH0007,40.8968,-73.8626,2059,981,1078,1568,298,25,10,1,27,130,1966,93,2,1026,196,338,1076,759,1343
36063DOH0008,40.8968,-73.8626,1780,907,873,1488,195,12,3,1,16,65,1703,77,2,728,115,277,994,603,1445
36063DOH0009,40.8968,-73.8626,2781,1496,1285,2556,96,27,31,0,19,52,2706,75,3,574,22,73,1013,67,1560
36063DOH0010,40.8968,-73.8626,1152,576,576,720,14,316,11,0,0,91,1111,41,3,456,17,97,554,181,828
3.61E+11,40.8968,-73.8626,683,281,402,422,147,2,63,0,16,33,644,39,2,354,84,153,387,287,395
3.61E+11,40.8968,-73.8626,683,347,336,331,232,1,26,0,54,39,609,74,2,436,39,91,181,255,279
3.61E+11,40.8968,-73.8626,955,487,468,783,75,0,19,1,33,44,850,105,2,437,55,86,677,297,981
3.61E+11,40.8968,-73.8626,1135,587,548,922,131,0,21,1,17,43,1073,62,2,410,29,103,645,53,983
3.61E+11,40.8968,-73.8626,882,489,393,643,124,1,32,0,25,57,802,80,2,362,27,120,538,287,767
3.61E+11,40.8968,-73.8626,1031,522,509,452,182,2,205,0,125,65,747,284,3,368,108,171,226,517,368
3.61E+11,40.8968,-73.8626,690,320,370,452,114,2,40,0,41,41,602,88,2,324,99,179,467,217,574
3.61E+11,40.8968,-73.8626,731,416,315,464,142,3,58,0,23,41,624,107,1,490,23,176,322,162,469
3.61E+11,40.8968,-73.8626,1003,484,519,477,181,5,225,0,50,65,883,120,2,406,96,187,363,226,616
3.61E+11,40.8968,-73.8626,1276,657,619,775,276,1,68,0,81,75,1077,199,3,493,66,77,779,111,1085
3.61E+11,40.8968,-73.8626,1265,668,597,775,270,8,70,4,74,64,1117,148,2,528,96,320,696,513,700
3.61E+11,40.8968,-73.8626,1520,788,732,1105,269,1,40,1,57,47,1321,199,2,659,45,57,825,596,939
3.61E+11,40.8968,-73.8626,1408,756,652,599,311,3,374,5,56,60,1212,196,3,462,81,145,536,791,750
3.61E+11,40.8968,-73.8626,1567,894,673,1522,18,1,19,0,2,5,1549,18,2,576,13,187,947,72,843
3.61E+11,40.8968,-73.8626,1080,584,496,619,367,2,1,0,57,34,933,147,3,357,13,288,261,553,542
3.61E+11,40.8968,-73.8626,679,351,328,659,8,1,4,0,1,6,671,8,2,296,21,71,506,49,679
3.61E+11,40.8968,-73.8626,1377,718,659,1015,180,3,69,0,62,48,1237,140,3,490,69,175,368,321,751
3.61E+11,40.8968,-73.8626,1205,614,591,1095,35,0,18,1,25,31,1135,70,2,510,41,127,716,168,1046
3.61E+11,40.8968,-73.8626,1165,646,519,955,93,1,36,0,55,25,1041,124,2,512,37,222,525,578,561
3.61E+11,40.8968,-73.8626,1515,771,744,1230,150,2,93,0,13,27,1454,61,2,447,26,105,723,16,1093
3.61E+11,40.8968,-73.8626,641,313,328,609,9,0,6,0,5,12,627,14,2,278,15,13,480,49,632
3.61E+11,40.8968,-73.8626,883,477,406,811,29,0,27,0,7,9,847,36,2,370,24,117,574,47,844
3.61E+11,40.8968,-73.8626,1377,712,665,816,320,10,66,4,71,90,1197,180,2,561,98,238,633,541,725
3.61E+11,40.8968,-73.8626,675,356,319,529,61,1,29,0,17,38,617,58,2,279,33,119,217,174,344
3.61E+11,40.8968,-73.8626,624,339,285,568,31,1,8,0,2,14,612,12,2,315,20,45,473,0,656
3.61E+11,40.8968,-73.8626,1149,566,583,761,192,8,36,1,60,91,984,165,2,479,95,173,375,214,706
3.61E+11,40.8968,-73.8626,1476,794,682,1262,106,1,26,0,30,51,1391,85,2,668,29,92,1051,240,1284
3.61E+11,40.8968,-73.8626,1858,955,903,1553,191,2,21,1,33,57,1732,126,2,767,41,80,937,346,1211
3.61E+11,40.8968,-73.8626,1958,1041,917,1820,71,0,28,2,8,29,1917,41,2,855,15,97,1374,213,1716
3.61E+11,40.8968,-73.8626,766,401,365,730,21,2,1,0,4,8,745,21,2,338,8,42,459,11,611
3.61E+11,40.8968,-73.8626,1526,817,709,1472,14,2,13,2,1,22,1490,36,2,704,28,135,1072,92,1530
3.61E+11,40.8968,-73.8626,1799,1046,753,1690,34,3,39,0,15,18,1766,33,2,866,38,40,1341,96,1772
3.61E+11,40.8968,-73.8626,674,360,314,652,3,3,2,0,4,10,659,15,2,293,15,10,600,31,733
3.61E+11,40.8968,-73.8626,822,442,380,777,16,0,7,0,12,10,807,15,2,392,15,38,514,23,754
3.61E+11,40.8968,-73.8626,1184,602,582,1007,80,8,19,0,18,52,1107,77,2,546,41,102,805,269,1126
3.61E+11,40.8968,-73.8626,668,354,314,618,11,0,24,1,6,8,639,29,2,304,21,10,571,0,705
3.61E+11,40.8968,-73.8626,720,371,349,658,11,0,8,0,12,31,664,56,2,348,18,100,593,239,805
3.61E+11,40.8968,-73.8626,956,455,501,848,40,9,6,0,15,38,906,50,3,372,43,140,468,245,804
3.61E+11,40.8968,-73.8626,911,454,457,758,64,4,14,0,18,53,854,57,3,346,57,75,361,61,666
3.61E+11,40.8968,-73.8626,1235,639,596,1138,41,2,10,0,3,41,1182,53,2,556,31,75,609,108,812
3.61E+11,40.8968,-73.8626,1327,731,596,1047,108,4,17,0,72,79,1172,155,3,518,63,334,681,573,1419
3.61E+11,40.8968,-73.8626,1037,537,500,940,50,2,10,0,15,20,993,44,3,413,55,77,375,356,578
3.61E+11,40.8968,-73.8626,1752,939,813,1603,71,2,13,0,17,46,1683,69,3,639,52,66,885,146,1262
3.61E+11,40.8968,-73.8626,1039,541,498,971,29,4,7,0,10,18,1009,30,2,447,24,133,714,55,1036
3.61E+11,40.8968,-73.8626,663,414,249,633,15,3,6,0,1,5,656,7,2,316,3,164,403,41,566
3.61E+11,40.8968,-73.8626,831,434,397,806,10,0,10,0,0,5,818,13,2,343,14,22,637,19,798
3.61E+11,40.8968,-73.8626,1122,593,529,1064,36,1,9,0,4,8,1102,20,2,387,32,155,778,10,849
3.61E+11,40.8968,-73.8626,1083,585,498,991,48,1,24,0,1,18,1060,23,2,469,34,81,845,55,1168
3.61E+11,40.8968,-73.8626,683,340,343,619,24,3,18,0,6,13,664,19,2,293,29,63,489,11,694
3.61E+11,40.8968,-73.8626,1692,876,816,1532,78,0,37,1,6,38,1666,26,2,924,69,145,1151,260,1394
3.61E+11,40.8968,-73.8626,1126,553,573,1025,58,7,6,0,12,18,1061,65,2,494,106,173,536,608,731
3.61E+11,40.8968,-73.8626,906,489,417,748,73,4,9,0,20,52,837,69,2,454,132,194,243,123,327
3.61E+11,40.8968,-73.8626,1091,556,535,925,96,1,12,0,4,53,1052,39,2,463,90,217,750,126,1479
3.61E+11,40.8968,-73.8626,538,297,241,493,17,4,9,0,4,11,517,21,2,272,44,25,345,0,430
3.61E+11,40.8968,-73.8626,1527,822,705,1471,7,5,24,0,4,16,1502,25,2,637,29,87,1182,24,1471
3.61E+11,40.8968,-73.8626,1414,713,701,1356,31,3,8,0,4,12,1393,21,2,610,41,11,1014,116,1336
3.61E+11,40.8968,-73.8626,1757,873,884,1614,57,4,30,0,14,38,1701,56,3,680,17,30,1312,40,1717
3.61E+11,40.8968,-73.8626,845,411,434,809,18,0,8,0,2,8,826,19,2,355,24,41,581,22,884
3.61E+11,40.8968,-73.8626,1362,677,685,1309,18,3,6,0,5,21,1342,20,3,531,40,98,781,40,1154
3.61E+11,40.8968,-73.8626,2471,1244,1227,2399,24,2,14,1,4,27,2433,38,3,902,41,99,1431,141,2345
3.61E+11,40.8968,-73.8626,1067,525,542,1040,8,0,3,0,6,10,1053,14,2,440,24,82,661,15,981
3.61E+11,40.8968,-73.8626,2641,1315,1326,2584,22,6,12,0,3,14,2621,20,2,1048,57,120,1929,0,2718
3.61E+11,40.8968,-73.8626,997,512,485,948,16,1,8,0,6,18,977,20,2,465,31,65,623,168,799
3.61E+11,40.8968,-73.8626,787,426,361,772,6,2,3,0,0,4,778,9,2,338,24,31,410,48,620
3.61E+11,40.8968,-73.8626,1944,1027,917,1876,23,2,11,0,15,17,1900,44,2,871,55,123,1301,97,1983
3.61E+11,40.8968,-73.8626,658,378,280,617,19,2,4,0,4,12,643,15,2,396,31,114,405,181,451
3.61E+11,40.8968,-73.8626,822,424,398,777,17,1,2,0,6,19,794,28,2,369,24,88,440,266,586
3.61E+11,40.8968,-73.8626,1130,570,560,1051,27,2,17,0,10,23,1098,32,2,471,31,51,644,327,849
3.61E+11,40.8968,-73.8626,742,384,358,716,12,0,3,0,10,1,715,27,2,356,30,106,375,55,600
3.61E+11,40.8968,-73.8626,1532,833,699,1470,15,6,22,0,2,17,1501,31,2,759,61,112,1295,117,1778
3.61E+11,40.8968,-73.8626,1272,636,636,1205,18,1,23,0,6,19,1241,31,2,679,86,40,906,92,1046
3.61E+11,40.8968,-73.8626,843,424,419,805,19,1,11,0,1,6,821,22,2,450,46,83,344,29,513
3.61E+11,40.8968,-73.8626,1229,681,548,1144,50,0,4,0,22,9,1189,40,2,341,12,127,699,143,873
3.61E+11,40.8968,-73.8626,1491,758,733,1470,4,0,5,0,2,10,1476,15,2,629,22,124,900,40,1313
3.61E+11,40.8968,-73.8626,811,433,378,800,3,3,0,0,0,5,804,7,2,336,12,18,703,10,926
3.61E+11,40.8968,-73.8626,602,329,273,588,6,1,1,1,0,5,600,2,2,266,4,26,366,105,535
3.61E+11,40.8968,-73.8626,1556,794,762,1500,12,1,27,0,9,7,1537,19,2,627,23,0,941,68,1268
3.61E+11,40.8968,-73.8626,2286,1175,1111,2224,18,4,34,1,0,5,2268,18,3,837,29,74,1636,77,2413
3.61E+11,40.8968,-73.8626,1662,807,855,1624,6,2,5,1,3,21,1652,10,3,624,38,73,1004,73,1459
3.61E+11,40.8968,-73.8626,2157,1078,1079,2102,6,3,24,0,1,21,2126,31,3,839,41,102,1367,158,2099
3.61E+11,40.8968,-73.8626,1139,580,559,1111,5,0,14,0,1,8,1129,10,2,455,13,11,847,0,1329
3.61E+11,40.8968,-73.8626,1163,587,576,1121,6,0,19,1,3,13,1148,15,3,454,17,41,763,90,982
3.61E+11,40.8968,-73.8626,1020,509,511,1004,8,0,3,0,0,5,1003,17,3,390,41,13,559,49,746
3.61E+11,40.8968,-73.8626,951,474,477,935,3,1,7,0,0,5,946,5,3,345,16,38,566,52,952
3.61E+11,40.8968,-73.8626,1865,934,931,1823,1,12,15,3,1,10,1848,17,2,763,98,67,1333,22,1940
3.61E+11,40.8968,-73.8626,2633,1312,1321,2562,16,1,20,1,2,31,2604,29,3,1030,79,141,1518,246,2272
3.61E+11,40.8968,-73.8626,1535,746,789,1502,3,5,2,0,4,19,1526,9,2,687,1357,85,1179,253,1337
3.61E+11,40.8968,-73.8626,922,449,473,912,1,0,3,0,0,6,918,4,2,370,30,55,496,70,666
3.61E+11,40.8968,-73.8626,1319,666,653,1299,5,0,2,0,0,13,1303,16,2,528,189,87,807,195,1145
3.61E+11,40.8968,-73.8626,788,380,408,781,3,1,1,0,0,2,779,9,2,315,137,34,514,106,670
3.61E+11,40.8968,-73.8626,1079,530,549,1055,6,1,5,0,0,12,1078,1,2,438,253,45,827,177,1036
3.61E+11,40.8968,-73.8626,2531,1323,1208,2504,2,7,2,2,3,11,2511,20,2,1076,101,517,1442,253,1907
3.61E+11,40.8968,-73.8626,945,468,477,932,0,0,6,0,2,5,940,5,3,359,62,48,484,28,812
3.61E+11,40.8968,-73.8626,799,414,385,766,4,8,8,1,1,11,782,17,2,330,23,26,565,139,700
3.61E+11,40.8968,-73.8626,875,436,439,842,16,0,12,0,1,4,869,6,2,359,12,39,496,0,678
3.61E+11,40.8968,-73.8626,1296,655,641,1241,16,1,13,0,1,24,1276,20,3,501,53,10,1015,82,1408
3.61E+11,40.8968,-73.8626,1413,739,674,1389,10,0,4,1,2,7,1404,9,2,571,45,135,791,79,1174
3.61E+11,40.8968,-73.8626,2103,1037,1066,2063,10,4,0,0,2,24,2079,24,3,813,60,275,1063,503,1674
3.61E+11,40.8968,-73.8626,1425,701,724,1405,8,3,3,0,1,5,1403,22,3,549,74,184,783,134,1284
3.61E+11,40.8968,-73.8626,1202,582,620,1179,5,0,11,0,2,5,1189,13,2,501,49,53,821,77,1083
3.61E+11,40.8968,-73.8626,1680,822,858,1639,18,6,2,0,2,13,1670,10,3,620,102,296,824,205,1261
3.61E+11,40.8968,-73.8626,1332,666,666,1275,16,2,17,0,5,17,1309,23,3,480,30,143,813,294,1198
3.61E+11,40.8968,-73.8626,1025,507,518,1008,2,7,3,0,0,5,1021,4,3,364,120,145,610,241,906
3.61E+11,40.8968,-73.8626,1608,802,806,1568,26,2,2,0,2,8,1581,27,3,602,68,191,1007,135,1456
3.61E+11,40.8968,-73.8626,1095,542,553,1087,3,0,2,0,0,3,1088,7,3,407,29,71,740,6,1078
3.61E+11,40.8968,-73.8626,2231,1151,1080,2182,8,6,7,0,6,22,2215,16,2,953,106,274,1220,273,1982
3.61E+11,40.8968,-73.8626,1302,657,645,1214,16,4,24,0,9,35,1270,32,2,597,59,17,388,0,552
3.61E+11,40.8968,-73.8626,646,351,295,629,4,0,5,0,3,5,632,14,2,314,19,0,427,13,417
3.61E+11,40.8968,-73.8626,1269,737,532,1241,7,2,10,0,5,4,1247,22,2,422,18,120,837,44,1452
3.61E+11,40.8968,-73.8626,984,514,470,954,1,1,17,0,1,10,962,22,2,439,25,28,742,36,1122
3.61E+11,40.8968,-73.8626,1176,617,559,1124,13,2,23,0,0,14,1166,10,2,613,25,43,793,92,949
3.61E+11,40.8968,-73.8626,660,338,322,640,5,1,9,0,1,4,650,10,2,295,17,50,569,13,839
3.61E+11,40.8968,-73.8626,1161,617,544,1138,3,1,5,0,1,13,1147,14,2,505,29,21,698,80,1013
3.61E+11,40.8968,-73.8626,3117,1583,1534,2719,89,5,173,2,44,85,2996,121,3,537,46,72,810,73,1009
3.61E+11,40.8968,-73.8626,793,444,349,755,18,2,6,0,7,5,770,23,2,428,19,48,577,38,743
3.61E+11,40.8968,-73.8626,1054,568,486,1011,5,0,10,0,4,24,1035,19,2,452,14,17,805,26,1116
3.61E+11,40.8968,-73.8626,2124,1196,928,2044,25,1,33,0,7,14,2097,27,2,1105,75,253,1495,315,1996
3.61E+11,40.8968,-73.8626,2243,1303,940,2152,28,0,42,0,2,19,2210,33,2,1034,96,194,1409,73,1915
3.61E+11,40.8968,-73.8626,590,309,281,560,7,0,9,0,5,9,578,12,2,300,18,53,414,76,491
3.61E+11,40.8968,-73.8626,2443,1253,1190,2190,37,1,188,0,3,24,2406,37,2,1027,48,59,1719,298,2278
3.61E+11,40.8968,-73.8626,720,374,346,663,10,2,38,0,0,7,714,6,2,297,10,0,492,0,790
3.61E+11,40.8968,-73.8626,1163,621,542,1125,5,1,26,0,1,5,1150,13,3,442,7,0,815,10,1043
3.61E+11,40.8968,-73.8626,2206,1130,1076,2087,33,4,28,0,7,47,2147,59,2,924,86,51,1336,255,1502
3.61E+11,40.8968,-73.8626,1444,773,671,1374,21,1,37,0,8,3,1415,29,2,527,22,212,1063,46,1226
3.61E+11,40.8968,-73.8626,1488,762,726,1306,17,1,114,0,4,46,1453,35,3,527,14,90,832,149,1235
3.61E+11,40.8968,-73.8626,3058,1611,1447,2860,28,0,136,0,9,25,2999,59,2,1246,50,169,2019,217,2801
3.61E+11,40.8968,-73.8626,1762,887,875,1723,9,4,8,0,4,14,1744,18,2,730,54,109,1064,98,1603
3.61E+11,40.8968,-73.8626,915,459,456,908,1,0,3,0,0,3,907,8,2,367,21,79,764,15,1154
3.61E+11,40.8968,-73.8626,1734,885,849,1703,4,0,10,1,4,12,1711,23,3,660,33,40,1215,169,1387
3.61E+11,40.8968,-73.8626,1047,513,534,1037,0,1,1,0,0,8,1037,10,3,389,27,54,601,148,905
3.61E+11,40.8968,-73.8626,2128,1041,1087,2074,10,1,14,0,1,28,2113,15,2,868,56,182,1306,103,1997
3.61E+11,40.8968,-73.8626,976,493,483,945,14,1,1,3,3,9,971,5,3,377,26,68,623,63,1009
3.61E+11,40.8968,-73.8626,652,317,335,637,7,0,0,0,0,8,643,9,3,254,26,58,367,74,631
3.61E+11,40.8968,-73.8626,1909,988,921,1848,6,3,7,10,3,32,1896,13,2,746,70,113,1213,215,1545
3.61E+11,40.8968,-73.8626,1522,744,778,1471,16,2,7,0,11,15,1476,46,3,587,48,170,856,281,1227
3.61E+11,40.8968,-73.8626,1410,523,887,1220,153,6,9,0,2,20,1356,54,3,356,35,133,775,10,708
3.61E+11,40.8968,-73.8626,1400,755,645,1371,8,1,0,3,1,16,1388,12,2,543,50,64,939,127,1395
3.61E+11,40.8968,-73.8626,1526,639,887,1373,90,2,21,0,19,21,1480,46,2,435,17,165,600,42,1023
3.61E+11,40.8968,-73.8626,1641,819,822,1584,24,4,5,0,0,24,1632,9,3,623,32,156,1060,225,1437
3.61E+11,40.8968,-73.8626,2012,984,1028,1957,18,0,12,0,2,23,1985,27,3,771,23,11,1311,0,1821
3.61E+11,40.8968,-73.8626,836,458,378,744,50,1,7,0,9,25,800,36,2,483,63,131,526,175,700
3.61E+11,40.8968,-73.8626,1154,602,552,973,79,6,13,0,34,49,1019,135,2,544,57,46,652,172,901
3.61E+11,40.8968,-73.8626,1825,927,898,1524,109,12,23,0,53,104,1656,169,2,817,128,232,769,593,1114
3.61E+11,40.8968,-73.8626,819,393,426,298,230,8,213,0,41,29,699,120,3,305,85,123,396,300,388
3.61E+11,40.8968,-73.8626,1094,545,549,283,399,6,245,0,91,70,830,264,3,350,65,225,478,693,704
3.61E+11,40.8968,-73.8626,1450,724,726,625,410,4,235,1,111,64,1229,221,2,514,145,239,604,752,684
3.61E+11,40.8968,-73.8626,1458,714,744,1429,5,4,4,0,1,15,1451,7,3,554,64,288,987,134,1644
3.61E+11,40.8968,-73.8626,788,384,404,776,0,2,4,0,0,6,787,1,2,343,352,71,358,14,498
3.61E+11,40.8968,-73.8626,2099,1037,1062,2041,11,16,7,0,5,19,2089,10,3,796,86,188,1042,112,1714
3.61E+11,40.8968,-73.8626,1095,558,537,1068,10,6,3,0,0,8,1082,13,2,526,402,229,759,121,1145
3.61E+11,40.8968,-73.8626,1026,537,489,1008,4,1,6,0,0,7,1012,14,2,491,35,110,503,28,761
3.61E+11,40.8968,-73.8626,2045,1050,995,1999,5,6,22,0,1,12,2026,19,2,832,26,67,1553,49,2239
3.61E+11,40.8968,-73.8626,1285,629,656,1252,4,4,10,0,2,13,1277,8,2,521,161,169,668,0,1105
3.61E+11,40.8968,-73.8626,1607,800,807,1537,11,20,11,0,3,25,1592,15,3,630,50,92,1035,268,1604
3.61E+11,40.8968,-73.8626,754,387,367,716,4,2,12,0,2,18,737,17,2,307,17,59,530,0,769
3.61E+11,40.8968,-73.8626,2647,1293,1354,2558,12,17,13,0,2,45,2625,22,3,965,58,94,1655,267,2265
3.61E+11,40.8968,-73.8626,2254,1142,1112,2168,9,24,10,0,4,39,2234,20,2,931,63,165,1228,270,1639
3.61E+11,40.8968,-73.8626,1150,578,572,1111,11,4,7,0,3,14,1131,19,2,510,69,79,549,109,800
3.61E+11,40.8968,-73.8626,1963,991,972,1914,3,15,2,0,5,24,1944,19,2,791,23,105,1340,246,2226
36065DOH0001,40.8968,-73.8626,1237,533,704,883,221,2,13,0,55,63,1092,145,2,532,164,217,704,345,673
36065DOH0002,40.8968,-73.8626,2082,1059,1023,1232,353,21,211,0,154,111,1683,399,3,757,147,355,665,444,1335
36065DOH0003,40.8968,-73.8626,987,504,483,830,82,2,21,0,28,24,870,117,2,424,75,44,527,311,622
36065DOH0004,40.8968,-73.8626,1688,857,831,983,225,1,267,1,110,101,1413,275,3,592,125,360,798,1006,1159
36065DOH0005,40.8968,-73.8626,2719,1379,1340,1574,572,22,150,0,193,208,2331,388,2,1097,280,438,1006,1308,1220
36065DOH0006,40.8968,-73.8626,2064,1078,986,852,524,15,423,1,139,110,1713,351,3,672,127,302,410,546,830
36065DOH0007,40.8968,-73.8626,1457,777,680,803,279,2,256,0,48,69,1316,141,3,515,82,273,476,160,992
36065DOH0008,40.8968,-73.8626,1648,833,815,1267,258,4,38,1,25,55,1512,136,2,308,14,114,931,493,1081
36065DOH0009,40.8968,-73.8626,2593,1399,1194,733,978,11,526,6,212,127,2021,572,3,841,206,254,903,1315,986
36065DOH0010,40.8968,-73.8626,1371,738,633,1136,115,7,15,0,24,74,1266,105,2,590,35,75,447,460,619
36065DOH0011,40.8968,-73.8626,3642,747,2895,2406,1052,23,16,0,113,32,3195,447,3,573,55,1119,2035,253,1161
36065DOH0012,40.8968,-73.8626,3803,466,3337,2145,1440,28,14,0,146,30,3236,567,2,361,17,1363,2423,27,822
36065DOH0013,40.8968,-73.8626,1742,902,840,949,465,2,187,2,62,75,1584,158,2,717,124,235,751,866,788
3.61E+11,40.8968,-73.8626,579,280,299,469,48,6,35,1,3,17,569,10,1,390,144,37,317,73,306
3.61E+11,40.8968,-73.8626,1912,977,935,1460,206,26,58,1,46,115,1746,166,2,786,75,215,898,315,1347
3.61E+11,40.8968,-73.8626,1633,811,822,917,329,32,150,0,32,173,1517,116,3,650,101,255,677,868,706
3.61E+11,40.8968,-73.8626,772,403,369,671,52,6,19,1,5,18,733,39,2,333,23,80,425,82,517
3.61E+11,40.8968,-73.8626,789,401,388,583,110,10,40,0,16,30,745,44,2,345,19,138,449,128,840
3.61E+11,40.8968,-73.8626,1798,976,822,1541,144,13,23,0,9,68,1748,50,2,818,39,172,1140,272,1567
